symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
SAMBANDAM,EQ,161.90,24-AUG-2026,97.70,19-AUG-2026
SAMBHAAV,EQ,11.53,24-NOV-2025,5.07,30-MAR-2026
SAMBHV,EQ,141.32,11-MAY-2026,81.42,27-JAN-2026
SAMHI,EQ,220.82,09-SEP-2025,127.00,30-MAR-2026
SAMINDUS$,EQ,-,-,-,-
SAMKRG$,EQ,-,-,-,-
SAMMAANCAP,EQ,192.95,03-NOV-2025,129.00,23-MAR-2026
SAMOR$,EQ,-,-,-,-
SAMPANN,EQ,43.44,06-NOV-2025,23.75,30-MAR-2026
SAMPAT$,ST,-,-,-,-
SAMPRE$,EQ,-,-,-,-
SAMRATPH$,EQ,-,-,-,-
SAMSRITA$,EQ,-,-,-,-
SAMTEX$,EQ,-,-,-,-
SAMYAKINT$,EQ,-,-,-,-
SANATHAN,EQ,551.95,12-SEP-2025,352.60,30-MAR-2026
SANBLUE$,EQ,-,-,-,-
SANCF$,BE,-,-,-,-
SANCTRN$,EQ,-,-,-,-
SANDESH,EQ,1270.00,07-AUG-2026,811.00,30-MAR-2026
SANDHAR,EQ,763.20,12-JUN-2026,424.00,30-MAR-2026
SANDUMA,EQ,273.00,05-JAN-2026,151.50,10-SEP-2025
SANDUPHQ$,EQ,-,-,-,-
SANGAMFIN$,EQ,-,-,-,-
SANGAMIND,EQ,672.50,20-JUL-2026,362.75,08-SEP-2025
SANGANI,SM,77.00,23-SEP-2025,37.00,01-APR-2026
SANGHVIMOV,EQ,528.00,10-AUG-2026,223.80,16-MAR-2026
SANGINITA,BE,68.02,31-JUL-2026,9.26,04-DEC-2025
SANINFRA$,BE,-,-,-,-
SANJIVIN$,EQ,-,-,-,-
SANOFI,EQ,5120.00,08-SEP-2025,3054.00,29-MAY-2026
SANOFICONR,EQ,5357.00,17-SEP-2025,3975.00,24-FEB-2026
SANPA$,EQ,-,-,-,-
SANSERA,EQ,4084.90,01-SEP-2026,1364.20,01-OCT-2025
SANSTAR,EQ,137.49,24-JUN-2026,74.30,02-APR-2026
SANTETX$,EQ,-,-,-,-
SANTOSHF$,BE,-,-,-,-
SANWARIA,BZ,.39,08-SEP-2025,.18,07-SEP-2026
SAPL$,BE,-,-,-,-
SAPPHIRE,EQ,338.00,10-SEP-2025,139.91,02-APR-2026
SAPPL,EQ,334.30,09-JUL-2026,252.00,01-JUL-2026
SARDAEN,EQ,639.75,16-SEP-2025,453.10,21-JAN-2026
SAREGAMA,EQ,574.50,05-AUG-2026,307.05,09-MAR-2026
SARLAPOLY,EQ,111.00,06-AUG-2026,68.40,30-MAR-2026
SAROJA,SM,49.25,08-SEP-2025,28.00,07-AUG-2026
SARTELE,SM,264.85,08-JAN-2026,88.40,03-SEP-2026
SARTHAKGL$,EQ,-,-,-,-
SARTHAKIN$,EQ,-,-,-,-
SARUPINDU$,EQ,-,-,-,-
SARVESHWAR,EQ,8.25,17-SEP-2025,2.50,30-MAR-2026
SARVOTTAM$,EQ,-,-,-,-
SASHWAT$,BE,-,-,-,-
SASKEN,EQ,2780.20,19-JUN-2026,991.00,16-MAR-2026
SATANIBRG$,EQ,-,-,-,-
SATCH$,EQ,-,-,-,-
SATECH,SM,60.75,17-DEC-2025,31.15,27-JUL-2026
SATIA,EQ,86.00,11-SEP-2025,50.80,30-MAR-2026
SATIN,EQ,274.14,27-JUL-2026,135.81,09-DEC-2025
SATIPOLY,ST,81.00,11-NOV-2025,27.15,01-APR-2026
SATKARTAR,SM,219.80,15-APR-2026,112.00,21-AUG-2026
SATTRIX$,SM,-,-,-,-
SATTVAENGG,SM,118.90,17-SEP-2025,43.50,09-MAR-2026
SAUMYA$,EQ,-,-,-,-
SAURASHCEM,EQ,120.00,09-SEP-2025,47.65,30-MAR-2026
SAVERA$,EQ,-,-,-,-
SAVY,SM,191.00,27-NOV-2025,108.00,21-JUL-2026
SAWACA$,EQ,-,-,-,-
SAWALIYA,SM,351.00,12-MAR-2026,137.70,01-SEP-2026
SAYAJIHOTL,EQ,365.20,28-AUG-2026,265.50,03-JUN-2026
SAYAJIIND,EQ,125.00,17-AUG-2026,106.50,20-AUG-2026
SBC,EQ,47.80,07-SEP-2026,20.18,08-SEP-2025
SBCL,EQ,1215.70,04-SEP-2026,368.60,30-MAR-2026
SBECSUG$,BE,-,-,-,-
SBECSYS$,EQ,-,-,-,-
SBFC,EQ,123.00,03-NOV-2025,79.60,30-MAR-2026
SBFL$,EQ,-,-,-,-
SBGLP,EQ,40.90,19-DEC-2025,18.35,30-MAR-2026
SBI150INAV,EQ,-,-,-,-
SBIBPB,EQ,58.27,27-FEB-2026,39.34,16-SEP-2025
SBIBPBINAV,EQ,-,-,-,-
SBICARD,EQ,965.00,23-OCT-2025,565.45,11-JUN-2026
SBICONINAV,EQ,-,-,-,-
SBIETFCON,EQ,133.97,21-OCT-2025,100.00,16-MAR-2026
SBIETFINAV,EQ,-,-,-,-
SBIETFIT,EQ,439.27,03-FEB-2026,285.00,01-JUL-2026
SBIETFPB,EQ,304.58,05-MAR-2026,244.18,02-APR-2026
SBIETFQLTY,EQ,247.28,12-JUN-2026,194.00,30-MAR-2026
SBIFPBINAV,EQ,-,-,-,-
SBIFUNDS,EQ,624.95,21-JUL-2026,536.50,25-AUG-2026
SBILIFE,EQ,2132.00,23-FEB-2026,1700.40,12-JUN-2026
SBILIQETF,EQ,1087.09,21-APR-2026,984.99,08-SEP-2025
SBILIQINAV,EQ,-,-,-,-
SBILTYINAV,EQ,-,-,-,-
SBIMIDMOM,EQ,67.74,19-JUN-2026,53.86,30-MAR-2026
SBIMOMINAV,EQ,-,-,-,-
SBIN,EQ,1234.70,24-FEB-2026,805.60,09-SEP-2025
SBINEQINAV,EQ,-,-,-,-
SBINEQWETF,EQ,36.40,17-JUL-2026,29.64,02-APR-2026
SBINMID150,EQ,24.06,11-AUG-2026,19.81,06-APR-2026
SBISILINAV,EQ,-,-,-,-
SBISILVER,EQ,362.00,29-JAN-2026,119.73,10-SEP-2025
SBISMLETF,EQ,18.97,06-AUG-2026,16.53,11-JUN-2026
SBISMLINAV,EQ,-,-,-,-
SBIVALETF,EQ,17.70,15-JUN-2026,14.43,26-MAY-2026
SBIVALINAV,EQ,-,-,-,-
SBL$,BE,-,-,-,-
SBLI$,SM,-,-,-,-
SBRANDS$,SM,-,-,-,-
SBVCL$,ST,-,-,-,-
SCANPRO$,EQ,-,-,-,-
SCANSTL,BE,68.81,06-AUG-2026,31.35,20-APR-2026
SCARNOSE$,SM,-,-,-,-
SCBL$,BE,-,-,-,-
SCC$,EQ,-,-,-,-
SCDL$,SM,-,-,-,-
SCHAEFFLER,EQ,4467.70,06-MAR-2026,3518.40,22-JAN-2026
SCHAND,EQ,200.00,06-OCT-2025,130.05,30-MAR-2026
SCHNEIDER,EQ,1548.00,08-JUL-2026,571.85,21-JAN-2026
SCI,EQ,368.75,11-MAY-2026,195.55,27-JAN-2026
SCILAL,EQ,55.00,07-MAY-2026,34.30,30-MAR-2026
SCML,SM,159.50,08-DEC-2025,68.05,17-SEP-2025
SCODATUBES,EQ,185.07,22-SEP-2025,110.00,16-MAR-2026
SCOOBEEDA$,EQ,-,-,-,-
SCPL,BE,690.00,21-AUG-2026,190.03,09-DEC-2025
SCTL$,EQ,-,-,-,-
SDBL,EQ,142.60,23-SEP-2025,61.80,30-MAR-2026
SDC$,ST,-,-,-,-
SDREAMS,SM,134.00,18-SEP-2025,66.05,30-MAR-2026
SEALMATIC$,SM,-,-,-,-
SEAMECLTD,EQ,1828.90,07-SEP-2026,771.75,10-NOV-2025
SEASONST$,EQ,-,-,-,-
SECL,SZ,6.00,25-AUG-2025,2.65,10-AUG-2026
SECMARK,EQ,179.50,31-AUG-2026,95.05,21-JAN-2026
SECURKLOUD,EQ,34.18,24-NOV-2025,16.01,17-NOV-2025
SEDEMAC,EQ,3368.90,21-AUG-2026,1413.10,12-MAR-2026
SEEMAX$,SM,-,-,-,-
SEIL,EQ,239.96,06-JUL-2026,172.90,21-APR-2026
SEITINVIT,IV,130.00,30-MAR-2026,110.00,19-NOV-2025
SEJALLTD,EQ,1036.70,28-OCT-2025,381.00,02-APR-2026
SEKURITIND,EQ,124.65,18-AUG-2026,113.21,02-SEP-2026
SEL,SM,332.85,07-SEP-2026,115.25,30-MAR-2026
SEL$,EQ,-,-,-,-
SELECTIPO,EQ,52.07,23-SEP-2025,37.80,02-APR-2026
SELECTRIC$,EQ,-,-,-,-
SELIPOINAV,EQ,-,-,-,-
SELLOWRAP,SM,114.70,12-SEP-2025,62.10,02-APR-2026
SELMC,EQ,43.36,23-OCT-2025,26.00,04-AUG-2026
SEMAC,EQ,550.00,10-SEP-2025,205.00,09-MAR-2026
SEML$,ST,-,-,-,-
SENCO,EQ,430.00,27-JUL-2026,276.00,30-MAR-2026
SENINFO$,BE,-,-,-,-
SENORES,EQ,1599.00,24-AUG-2026,662.45,29-SEP-2025
SENSEXADD,EQ,88.20,01-DEC-2025,73.27,02-APR-2026
SENSEXAXIS,EQ,91.35,02-DEC-2025,73.52,02-APR-2026
SENSEXBETA,EQ,952.91,30-DEC-2025,785.00,30-MAR-2026
SENSEXETF,EQ,88.70,06-JAN-2026,73.33,02-APR-2026
SENSEXIETF,EQ,999.84,25-NOV-2025,731.00,07-MAY-2026
SENSEXINAV,EQ,-,-,-,-
SEPC,EQ,13.73,22-SEP-2025,4.65,23-MAR-2026
SERA$,EQ,-,-,-,-
SERVICE,SM,73.00,31-AUG-2026,39.20,18-DEC-2025
SERVOTECH,EQ,143.00,10-SEP-2025,57.51,30-JAN-2026
SESHACHAL$,BE,-,-,-,-
SESHAPAPER,EQ,293.11,18-FEB-2026,209.96,24-JUN-2026
SETCO,BE,28.62,01-JUN-2026,11.56,29-JAN-2026
SETF10GILT,EQ,272.31,24-JUL-2026,250.95,19-FEB-2026
SETF10INAV,EQ,-,-,-,-
SETF50INAV,EQ,-,-,-,-
SETFGOINAV,EQ,-,-,-,-
SETFGOLD,EQ,153.95,28-JAN-2026,90.61,12-SEP-2025
SETFNIF50,EQ,287.33,06-JAN-2026,237.90,02-APR-2026
SETFNIFBK,EQ,646.11,19-FEB-2026,465.64,15-OCT-2025
SETFNIINAV,EQ,-,-,-,-
SETFNN50,EQ,840.00,30-JAN-2026,636.01,30-MAR-2026
SETFNNINAV,EQ,-,-,-,-
SETL,EQ,412.80,07-SEP-2026,104.56,30-MAR-2026
SETUINFRA,BZ,.73,15-SEP-2025,.37,21-JAN-2026
