symbol,series,52w_high,52w_high_date,52w_low,52w_low_date
EPIGRAL,EQ,1808.80,18-SEP-2025,807.00,30-MAR-2026
EPL,EQ,274.03,21-AUG-2026,176.40,16-MAR-2026
EPSOMPRO$,BE,-,-,-,-
EPUJA$,EQ,-,-,-,-
EPWINDIA,ST,282.05,14-JUL-2026,98.00,29-JAN-2026
EQUA50INAV,EQ,-,-,-,-
EQUAL200,EQ,14.60,02-JUL-2026,11.75,02-APR-2026
EQUAL50,EQ,342.88,04-AUG-2026,295.16,02-APR-2026
EQUAL50ADD,EQ,361.00,27-MAR-2026,304.78,02-APR-2026
EQUILATER$,EQ,-,-,-,-
EQUIPPP,BE,25.89,28-JUL-2026,13.85,20-MAY-2026
EQUITASBNK,EQ,83.90,15-JUL-2026,51.25,30-MAR-2026
ERIS,EQ,1745.00,10-SEP-2025,1200.00,28-APR-2026
ERPSOFT$,EQ,-,-,-,-
ESABINDIA,EQ,7319.50,07-MAY-2026,4710.00,07-NOV-2025
ESAFSFB,BE,44.99,28-AUG-2026,19.78,30-MAR-2026
ESARIND$,EQ,-,-,-,-
ESCONET,ST,280.00,06-OCT-2025,91.25,30-MAR-2026
ESCORP$,EQ,-,-,-,-
ESCORTS,EQ,3987.80,06-JAN-2026,2700.00,02-JUN-2026
ESDS,EQ,1308.05,08-SEP-2026,756.00,04-SEP-2026
ESENSEINAV,EQ,-,-,-,-
ESENSEX,EQ,88.05,27-NOV-2025,71.87,02-APR-2026
ESFL,SM,377.00,08-SEP-2025,108.30,15-JUL-2026
ESG,EQ,45.06,05-JAN-2026,37.52,06-APR-2026
ESILINAV,EQ,-,-,-,-
ESILVER,EQ,375.00,29-JAN-2026,123.58,08-SEP-2025
ESPIRE$,EQ,-,-,-,-
ESPRIT,SM,94.50,05-FEB-2026,52.00,30-MAR-2026
ESSARSHPNG,EQ,43.26,30-OCT-2025,15.71,19-AUG-2026
ESSENTIA,EQ,1.96,30-OCT-2025,.95,30-MAR-2026
ESSEX$,SM,-,-,-,-
ESTER,EQ,132.45,07-OCT-2025,68.55,30-MAR-2026
ETERNAL,EQ,368.45,16-OCT-2025,212.60,16-MAR-2026
ETHOSLTD,EQ,3245.90,27-NOV-2025,1919.40,16-MAR-2026
ETIL$,EQ,-,-,-,-
ETL,SM,1125.00,31-AUG-2026,721.10,23-OCT-2025
ETML,SM,139.85,08-SEP-2025,72.50,30-MAR-2026
EUPHORIAI$,SM,-,-,-,-
EUREKAFORB,EQ,668.30,28-NOV-2025,402.90,07-SEP-2026
EUROBOND,EQ,253.90,09-SEP-2025,126.30,30-MAR-2026
EUROLED$,BE,-,-,-,-
EUROPRATIK,EQ,390.00,17-NOV-2025,205.10,30-JAN-2026
EUROTEXIND,BE,23.80,11-JUN-2026,11.83,27-JAN-2026
EVANS$,SM,-,-,-,-
EVEREADY,EQ,469.60,08-SEP-2025,259.65,30-MAR-2026
EVERESTIND,BE,750.00,24-SEP-2025,284.90,30-MAR-2026
EVERESTO$,EQ,-,-,-,-
EVERFIN$,EQ,-,-,-,-
EVEXIA$,EQ,-,-,-,-
EVIETF,EQ,36.00,05-AUG-2026,26.28,02-APR-2026
EVIETFINAV,EQ,-,-,-,-
EVINDIA,EQ,35.04,12-AUG-2026,26.20,30-MAR-2026
EVINDINAV,EQ,-,-,-,-
EVOQ$,ST,-,-,-,-
EXATO$,ST,-,-,-,-
EXCELINDUS,EQ,1210.00,26-SEP-2025,800.05,30-MAR-2026
EXCELLENT,ST,218.00,27-JUL-2026,36.90,19-NOV-2025
EXCELSOFT,EQ,142.59,26-NOV-2025,66.40,30-MAR-2026
EXHICON$,SM,-,-,-,-
EXICOM,EQ,189.17,08-SEP-2026,75.60,30-MAR-2026
EXIDEIND,EQ,496.40,11-AUG-2026,287.00,30-MAR-2026
EXIMROUTES,SM,281.90,09-JAN-2026,90.00,12-JUN-2026
EXPLEOSOL,EQ,1175.10,14-NOV-2025,640.00,30-MAR-2026
EXPOEAPL$,BE,-,-,-,-
EXXARO,EQ,10.33,07-NOV-2025,5.99,17-AUG-2026
EY$,BE,-,-,-,-
FAALCON$,ST,-,-,-,-
FABCLEAN$,SM,-,-,-,-
FABINO$,SM,-,-,-,-
FABTECH,EQ,262.80,28-OCT-2025,132.70,23-MAR-2026
FACORALL$,BE,-,-,-,-
FACT,EQ,1058.60,16-JUN-2026,652.10,09-MAR-2026
FAIRCHEMOR,BE,846.80,28-JUL-2026,428.05,30-MAR-2026
FALCONTECH,SM,16.08,10-SEP-2025,9.93,18-FEB-2026
FAMILYCAR$,EQ,-,-,-,-
FASCINATE,SM,120.80,24-AUG-2026,58.80,08-SEP-2026
FAZE3Q,EQ,650.05,25-JUN-2026,322.10,09-JAN-2026
FCL,EQ,59.50,08-SEP-2026,19.10,30-MAR-2026
FCSSOFT,EQ,2.53,24-OCT-2025,1.05,30-MAR-2026
FDC,EQ,527.80,19-SEP-2025,312.95,30-MAR-2026
FEDDERSHOL,EQ,53.49,22-JUL-2026,32.06,27-MAY-2026
FEDERALBNK,EQ,371.70,03-AUG-2026,189.05,29-SEP-2025
FEDFINA,EQ,178.48,14-JAN-2026,119.07,09-MAR-2026
FEL,BZ,.65,17-SEP-2025,.34,17-NOV-2025
FELDVR,BZ,3.74,14-OCT-2025,2.07,07-SEP-2026
FELIX,SM,232.95,22-APR-2026,142.65,08-DEC-2025
FERMENTA,EQ,580.45,10-AUG-2026,248.85,04-MAY-2026
FERVENTSY$,EQ,-,-,-,-
FFPL$,BE,-,-,-,-
FGP$,BE,-,-,-,-
FIBERWEB,EQ,49.90,22-SEP-2025,25.17,21-AUG-2026
FIDEL,SM,200.00,04-MAY-2026,108.10,02-MAR-2026
FIEMIND,EQ,2674.80,12-AUG-2026,1868.50,30-SEP-2025
FIL$,SM,-,-,-,-
FILATEX,EQ,87.27,18-AUG-2026,36.26,30-MAR-2026
FILATFASH,EQ,.68,18-SEP-2025,.14,01-APR-2026
FILME$,EQ,-,-,-,-
FILTRA$,SM,-,-,-,-
FILTRON$,BE,-,-,-,-
FINBUD,SM,164.85,20-NOV-2025,76.00,30-MAR-2026
FINCABLES,EQ,1374.00,12-AUG-2026,700.80,30-JAN-2026
FINELINE$,EQ,-,-,-,-
FINEORG,EQ,5407.00,30-JUN-2026,3856.00,27-JAN-2026
FINIETF,EQ,34.56,07-AUG-2026,27.40,02-APR-2026
FINKURVE,EQ,134.90,06-OCT-2025,48.02,30-MAR-2026
FINOPB,EQ,339.00,21-OCT-2025,110.03,25-MAR-2026
FINPIPE,EQ,222.50,15-SEP-2025,147.54,30-MAR-2026
FIRSTCRY,EQ,438.70,08-SEP-2025,168.15,02-SEP-2026
FIRSTFIN$,EQ,-,-,-,-
FISCHER,EQ,124.70,24-SEP-2025,31.05,09-JUN-2026
FIVESTAR,EQ,666.00,31-OCT-2025,338.15,23-MAR-2026
FLAIR,EQ,345.00,08-MAY-2026,234.95,08-SEP-2026
FLEXFO$,EQ,-,-,-,-
FLEXIADD,EQ,11.90,16-OCT-2025,8.73,30-MAR-2026
FLEXIAINAV,EQ,-,-,-,-
FLEXITUFF,BE,27.50,11-SEP-2025,2.08,08-SEP-2026
FLFL,BZ,1.99,22-SEP-2025,1.10,26-AUG-2026
FLOMIC$,EQ,-,-,-,-
FLUIDOM$,EQ,-,-,-,-
FLUOROCHEM,EQ,4958.90,13-AUG-2026,2916.60,28-JAN-2026
FLYSBS,SM,682.00,08-SEP-2026,355.25,30-MAR-2026
FMCGADD,EQ,51.09,15-JUN-2026,45.70,08-SEP-2026
FMCGADINAV,EQ,-,-,-,-
FMCGIETF,EQ,61.73,10-SEP-2025,48.55,30-MAR-2026
FMGOETZE,EQ,641.10,31-AUG-2026,358.00,23-MAR-2026
FMNL,EQ,13.94,19-SEP-2025,6.74,30-MAR-2026
FOCE,SM,835.00,05-JAN-2026,487.00,04-SEP-2026
FOCUS,BE,99.90,12-SEP-2025,57.06,27-MAR-2026
FOCUS$,SM,-,-,-,-
FONE4$,SM,-,-,-,-
FONEBOX,SM,124.40,06-NOV-2025,57.00,17-APR-2026
FOODSIN,EQ,95.90,08-SEP-2025,44.00,30-MAR-2026
FORCAS,ST,248.95,03-SEP-2026,91.50,23-JUN-2026
FORCEMOT,EQ,26450.00,18-FEB-2026,14911.00,10-OCT-2025
FORGEAUTO,SM,172.00,12-SEP-2025,68.45,30-MAR-2026
FORINTL$,EQ,-,-,-,-
FORTIS,EQ,1104.30,17-OCT-2025,766.80,02-APR-2026
FORTISMLR$,EQ,-,-,-,-
FOSECOC$,EQ,-,-,-,-
FOSECOIND,EQ,6846.00,08-SEP-2025,4300.00,02-FEB-2026
FRACTAL,EQ,1118.00,12-MAY-2026,733.70,02-MAR-2026
FRANKLIN$,SM,-,-,-,-
FRANKLINI$,EQ,-,-,-,-
FRASER$,EQ,-,-,-,-
FRATELLI$,EQ,-,-,-,-
FREDUN,EQ,1590.00,17-AUG-2026,1320.10,08-SEP-2026
FRESHARA,ST,477.95,03-SEP-2026,130.00,18-NOV-2025
FROG,ST,275.95,04-SEP-2026,123.50,23-MAR-2026
FRONTCAP$,EQ,-,-,-,-
FRONTCORP$,EQ,-,-,-,-
FRONTFN$,BE,-,-,-,-
FRONTSP,EQ,1869.00,08-MAY-2026,1241.10,24-AUG-2026
FRUTION$,BE,-,-,-,-
FSL,EQ,379.70,18-SEP-2025,202.00,02-MAR-2026
FTL$,SM,-,-,-,-
FUNDVISER$,EQ,-,-,-,-
FUSION,EQ,243.00,13-JUL-2026,136.50,30-MAR-2026
FUTSOL$,EQ,-,-,-,-
FUTURSEC$,EQ,-,-,-,-
FWSTC,SM,248.00,19-DEC-2025,145.00,23-MAR-2026
FYNX$,BE,-,-,-,-
GABRIEL,EQ,1600.00,05-AUG-2026,795.70,30-MAR-2026
GAEL,EQ,184.99,21-AUG-2026,101.20,14-OCT-2025
GAGAN$,EQ,-,-,-,-
GAIL,EQ,186.87,27-NOV-2025,134.36,23-MAR-2026
